product_id,category,coverage,fill,contrast,garment_pixels,name,note
MS6980096,top,0.3741,0.5282,217.6,294190,Plaid Tie Shirt (black),
MS6830180,top,0.3752,0.7791,221.1,295079,유어 메시지 히어 블랙 진 M - 블랙:세이프티 오렌지 / IR8190-010,
MS7068110,bottom,0.3766,0.7507,132.0,296142,스트링 디테일 플레어 스커트 EMQ8WSK080,
MS6365940,bottom,0.3783,0.6896,226.7,297536,Elloy Low-rise Jean_Nonfade indigo,
MS6633891,bottom,0.3882,0.6364,226.4,305284,플로럴 캡 슬리브 미니 원피스 [BLACK] / GF2LOP522,
MS7075129,bottom,0.3893,0.6133,160.1,306180,로즈 시어 드레스_블랙,
MS4898364,bottom,0.3932,0.7938,53.3,309217,루즈핏 풀 밴딩 하프 팬츠 - 2color,
MS7073299,bottom,0.3961,0.5631,156.9,311500,카모 플레어 스커트_카키,
MS6997008,bottom,0.3973,0.8986,214.2,312449,여성 카고 미니스커트 (BLACK),
MS6997007,bottom,0.3977,0.8982,65.5,312789,여성 카고 미니스커트 (L/BEIGE),
MS7000070,bottom,0.3981,0.8117,224.3,313059,체터 아일렛 투웨이 와이드 밴딩 팬츠_블랙,
MS6970730,bottom,0.401,0.6722,234.0,315327,RL SHIRRING BOOTSCUT PANTS(BLACK),
MS6515986,bottom,0.401,0.8341,226.2,315372,레이어드 미디 스커트_SPWHG25W02,
MS6317272,top,0.4023,0.67,49.3,316403,카라버튼랩블라우스_P6BBL003C,
MS6590793,top,0.4043,0.6742,80.6,317938,3-버튼 헨리넥 오버핏 반팔 티셔츠 - 2color,
MS5607328,bottom,0.4068,0.6982,87.5,319918,키오크 원피스 빅사이즈,
MS6254021,top,0.4069,0.6169,55.0,320018,에어리 에센셜 카라 하프 니트 [IVORY] / WBE2L05513,
MS2117253,bottom,0.4097,0.615,237.4,322240,우먼즈 플리츠 미디 스커트 [블랙],
MS6979661,bottom,0.411,0.5643,212.1,323191,Overlay Mini Dress (charcoal),
MS5875523,bottom,0.4113,0.7488,217.8,323434,에이펀 원턱 와이드핏 팬츠 블랙,
MS7077832,bottom,0.4124,0.7365,65.3,324291,3-ST SKIRT KG2205,
MS6979655,bottom,0.4134,0.5022,232.0,325122,Overlay Mini Dress (black),
MS5661624,bottom,0.4153,0.7019,194.6,326605,우먼즈 시어 나일론 플리츠 롱 스커트 [그레이],
MS6979715,bottom,0.4157,0.7652,217.2,326912,Distressed Bootcut Jeans (blue),
MS6596367,top,0.4171,0.535,92.8,328008,Lace line cap sleeve t-shirt,
MS6938903,bottom,0.4174,0.8642,138.4,328273,카고 코튼팬츠_MIWTJG966J,
MS6507912,bottom,0.4188,0.7232,201.3,329339,카고 포켓 워시드 버뮤다 쇼츠 [네이비],
MS6501146,bottom,0.4194,0.7738,130.4,329859,우먼즈 솔리드 CP 커브드 치노 팬츠 [베이지],
MS6595817,top,0.4202,0.5109,140.5,330445,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [블루 그레이],
MS6303991,bottom,0.4227,0.6565,103.2,332395,[설쁘 PICK] 스커트 레이어드 팬츠_MIWTCG504C,
MS6979724,top,0.4248,0.6147,184.3,334111,Extended Strap Top (gray),
MS6193735,top,0.4278,0.6256,93.2,336425,RUNNING TEE (U26BTTS604),
MS6501149,bottom,0.4298,0.8721,226.0,338009,우먼즈 솔리드 CP 커브드 치노 팬츠 [네이비],
MS7034075,bottom,0.4354,0.8294,85.6,342380,SST 코튼 트윌 카고 숏 팬츠 - 베이지 / KS9927,
MS7010682,bottom,0.4398,0.7481,173.9,345861,Elena Dress _ Brown,
MS5661620,bottom,0.4403,0.687,229.7,346235,우먼즈 나일론 루치드 롱 스커트 [블랙],
MS6970510,bottom,0.4428,0.7655,233.7,348243,RL FOLDING LONG SKIRT(BLACK),
MS6970420,bottom,0.4431,0.8432,56.6,348495,RL CROSS COLORSTONE TRAINING PANTS(PINK),
MS6970508,bottom,0.4436,0.7005,152.0,348825,RL FOLDING LONG SKIRT(BROWN),
MS7077826,bottom,0.4437,0.7513,163.2,348924,3-ST SKIRT KG0167,
MS7075081,bottom,0.4451,0.6647,168.0,350057,로즈 시어 드레스_레드,
MS6987464,bottom,0.4467,0.8569,222.4,351287,Layered Overlay Set-Up Skirt [ Black ],
MS6970725,bottom,0.4485,0.7073,86.1,352696,RL PATCH BOOTCUT PANTS(GRAY),
MS6341367,top,0.451,0.7877,70.5,354720,우먼즈 에센셜 스쿱 넥 니트 [레몬 그라스],
MS6341391,top,0.4514,0.6439,185.8,354980,[NEW 컬러 출시] 우먼즈 에센셜 브이 넥 니트 [틸 블루],
MS6980040,bottom,0.453,0.7937,186.8,356216,Napoleon Belt Skirt (beige),
MS6970726,bottom,0.4588,0.6595,230.9,360853,RL PATCH BOOTCUT PANTS(BLACK),
MS7034067,bottom,0.4589,0.8189,200.8,360905,SST 코튼 트윌 숏 팬츠 - 블랙 / KR1389,
MS6850948,bottom,0.4602,0.7759,219.3,361879,[GRAILZ X KOIN SEOUL] CARPENTER RAW PANTS [COATED BLACK],
MS5929494,bottom,0.4621,0.8091,221.5,363415,Laurel lace skirt,
MS6781134,top,0.4673,0.6713,90.3,367472,스포츠웨어 타이트 시어 탱크 탑 W - 화이트:블랙 / IU2648-100,
MS6970421,bottom,0.4687,0.8364,234.5,368564,RL CROSS COLORSTONE TRAINING PANTS(BLACK),
MS4664454,bottom,0.4695,0.7192,223.7,369214,우먼즈 패널드 데님 맥시 드레스 [딥 인디고],
MS6980022,bottom,0.47,0.8289,222.0,369658,Napoleon Belt Skirt (charcoal),
MS6430808,bottom,0.4706,0.3769,205.5,370081,2way 레이어드 원피스_MIWOMG629C,
MS6639238,bottom,0.4733,0.7412,196.3,372238,워시드 덕 코튼 페인터 팬츠 [로얄 블루],
MS5038460,bottom,0.476,0.6295,229.6,374358,STRING LONG DRESS BLACK,
MS4989733,top,0.4802,0.5751,197.1,377649,링클 시어서커 체크 반팔 셔츠 [차콜],
MS6341381,top,0.481,0.5631,228.9,378304,우먼즈 에센셜 헨리 넥 니트 [네이비],
MS6595815,top,0.4817,0.4318,233.9,378808,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [블랙],
MS6970662,bottom,0.4888,0.8088,105.3,384375,RL LAYERED ANGEL TRAINING PANTS(GRAY),
MS6581397,bottom,0.4901,0.6145,212.9,385399,코이 스터드 홀터넥 미니 원피스_블랙,
MS6851209,top,0.4928,0.4727,131.1,387539,싱글 유니콘 헨리넥 롱슬리브 그레이,
MS5599802,bottom,0.4944,0.4737,60.2,388836,드리아 원피스,
MS5698188,bottom,0.4951,0.7263,48.5,389374,우먼즈 포플린 퍼프 슬리브 롱 드레스 [화이트],
MS6677115,top,0.4985,0.6548,207.5,392057,소프트 헨리넥 반팔 티셔츠 [브라운],
MS6341369,top,0.5016,0.5717,225.3,394492,우먼즈 에센셜 스쿱 넥 니트 [네이비],
MS7073439,bottom,0.504,0.6912,121.6,396387,카모 플레어 스커트_핑크,
MS6341373,top,0.5041,0.632,74.4,396406,우먼즈 에센셜 칼라드 니트 [레몬 그라스],
MS6608879,bottom,0.5045,0.9064,119.6,396719,에브리데이 쿨 린넨 라이크 밴딩 버뮤다 쇼츠[2COLORS],
MS3048936,bottom,0.5103,0.8086,29.7,401286,UA 트윌 밴딩 반바지 오프화이트,
MS6341365,top,0.5138,0.6144,108.1,404038,우먼즈 에센셜 스쿱 넥 니트 [헤더 라이트 베이지],
MS6970507,bottom,0.514,0.7101,81.6,404193,RL FOLDING LONG SKIRT(GRAY),
MS6595818,top,0.5178,0.6914,208.1,407251,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [차콜 그레이],
MS6341366,top,0.5182,0.5887,45.8,407522,우먼즈 에센셜 스쿱 넥 니트 [아이보리],
MS7034063,bottom,0.5182,0.5563,75.6,407568,파이어버드 미드 라이즈 스트레이트 데님 팬츠 - 라이트데님 / KQ6490,
MS6618666,top,0.521,0.6044,197.9,409697,Sally V-cut Stripe Layered Short Sleeve_4Colors,
MS6595819,top,0.5236,0.5764,111.9,411803,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [그레이쉬 베이지],
MS6341364,top,0.5246,0.4613,235.5,412551,우먼즈 에센셜 스쿱 넥 니트 [블랙],
MS5279560,bottom,0.5303,0.8339,236.6,417042,​​블랙 커브드 절개라인 와이드 코튼 팬츠,
MS6842888,bottom,0.5343,0.7635,103.3,420207,Molly wide jogger in Pink,
MS6999912,bottom,0.5355,0.517,214.8,421167,로젠 폴딩 레이스 훌 미디 스커트_블랙,
MS5755288,bottom,0.5409,0.7725,216.6,425378,[시티 레저] 벨티드 유틸리티 버뮤다 팬츠 [카키],
MS6341378,top,0.5418,0.6071,57.1,426059,우먼즈 에센셜 헨리 넥 니트 [아이보리],
MS6956822,top,0.5432,0.6129,230.4,427217,우먼즈 RN 슬림 타이 핏 반소매 블라우스 [블랙],
MS4747236,bottom,0.5434,0.8181,193.6,427384,커브드 코튼 치노 팬츠 [차콜],
MS6610865,bottom,0.5521,0.6286,48.0,434163,펀칭 허리 스트링 버튼 롱 원피스 (FTDBOP019),
MS6195540,bottom,0.5524,0.7278,220.7,434414,빈티지 롤업 코튼 쇼츠 - BLACK,
MS6499639,bottom,0.5525,0.7703,230.5,434483,NT7ZS30A 여성 프로스트 원피스 BLACK,
MS7080691,bottom,0.559,0.7234,135.6,439617,Destroyed P ash white B,
MS7069330,bottom,0.5608,0.8105,223.9,441030,여성 고프코어 글로시 루즈 벌룬 롱 스커트 NY (Black),
MS6341374,top,0.5638,0.798,163.7,443378,우먼즈 에센셜 칼라드 니트 [미디엄 그레이],
MS6341371,top,0.564,0.6534,194.9,443543,우먼즈 에센셜 칼라드 니트 [브라운],
MS7034066,bottom,0.5674,0.8026,79.2,446246,SST 코튼 트윌 숏 팬츠 - 베이지 / KR1388,
MS6979690,bottom,0.5785,0.7494,195.3,454940,Curved Panel Denim,
MS7080705,bottom,0.5791,0.7747,129.6,455455,Destroyed P mud brown B,
MS5128595,top,0.5803,0.571,185.2,456392,레이어드 컷아웃 체크 하프 셔츠 [purple],
MS6341368,top,0.5803,0.6882,177.5,456370,우먼즈 에센셜 스쿱 넥 니트 [미디엄 그레이],
MS7078749,bottom,0.5803,0.8563,230.0,456338,여성 레터링 롱 스커트 블랙,
MS6341370,top,0.5804,0.6557,233.1,456469,우먼즈 에센셜 칼라드 니트 [블랙],
MS7066692,top,0.5813,0.7649,230.2,457145,제이티케이 피케 폴로 롱 슬리브 (남성),
MS7078753,bottom,0.5816,0.8544,100.1,457389,여성 레터링 롱 스커트 멜란지 그레이,
MS6341375,top,0.5825,0.7657,217.9,458127,우먼즈 에센셜 칼라드 니트 [네이비],
MS5944323,bottom,0.5846,0.7016,146.2,459719,가먼트 다잉 커브드 카고 팬츠 [베이지],
MS6853485,top,0.5875,0.6079,137.3,462066,골지 헨리넥 머슬핏 반팔티셔츠 3color(와이드숄더),
MS6341377,top,0.5877,0.6597,109.8,462221,우먼즈 에센셜 헨리 넥 니트 [헤더 라이트 베이지],
MS6590058,bottom,0.5898,0.5985,58.2,463837,자켓형 2IN1 트위드 롱 원피스 RMOWG26ST3,
MS6956824,top,0.5966,0.5869,55.0,469197,우먼즈 RN 슬림 타이 핏 반소매 블라우스 [화이트],
MS6830458,bottom,0.5993,0.8234,80.4,471328,핀턱 와이드 스웨트 팬츠 _2color,
MS6999917,bottom,0.6014,0.5971,78.7,472978,로젠 폴딩 레이스 훌 미디 스커트_아이보리,
MS6401724,top,0.6018,0.7151,42.7,473284,웨스턴 리니어 솔리드 크롭 하프 셔츠 [화이트],
MS6341376,top,0.6027,0.7128,227.8,473984,우먼즈 에센셜 헨리 넥 니트 [블랙],
MS6450036,bottom,0.6044,0.6249,164.0,475329,[한소희 PICK] 우먼즈 에센셜 커브드 데님 팬츠 [미디엄 인디고],
MS6595055,top,0.6058,0.6198,76.4,476416,우먼즈 프론트 셔링 긴소매 티셔츠 [버터 크림],
MS6433137,bottom,0.6155,0.7357,230.3,484014,드레이프 시스루 롱원피스 RMOWG26S11,
MS6813048,bottom,0.6163,0.8392,186.7,484678,펄스웨이브 6.5인치 쇼츠_LD0414800,
MS6390295,bottom,0.6239,0.9035,203.1,490648,[여름원단]르체 다크그레이 원 턱 와이드 팬츠,
MS6822844,top,0.6243,0.5829,200.8,490941,스트랩 레이어드 골지 홀터넥 티셔츠 (말차솔트),
MS6456392,bottom,0.6258,0.7028,208.8,492132,D. BASIC RIBBED FOLD LONG SKIRT - 2 COLOR,
MS6109260,top,0.626,0.5123,233.1,492307,[스토커즈 콜라보] [ON]조직 변형 헨리 넥 반팔 니트 - 3color,
MS6595811,top,0.6283,0.6219,185.4,494126,우먼즈 CR 스트라이프 릴렉스드 긴소매 티셔츠 [올리브],
MS6341372,top,0.6283,0.4352,57.9,494105,우먼즈 에센셜 칼라드 니트 [아이보리],
MS3254294,bottom,0.6329,0.7734,120.9,497702,[여름] 커스터마이징 롱 세미와이드 슬랙스 (4컬러),
MS6595813,top,0.6331,0.467,64.1,497895,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [아이보리],
MS6903639,bottom,0.6352,0.7883,199.3,499572,[2.5-LAYER] 파라슈트 기어 팬츠_SPTCG4TC30,
MS5983366,bottom,0.6359,0.4889,218.2,500123,헴 스트링 레이어드 드레스 블랙,
MS6812676,top,0.6441,0.8652,184.8,506532,펄스웨이브 메쉬 롱 슬리브_LD0415000,
MS6378408,bottom,0.647,0.7496,228.8,508814,리본 미디 플리츠 스커트 블랙,
MS6605364,top,0.6471,0.4974,193.4,508899,우먼즈 체크 타이 블라우스 [블랙/아이보리],
MS7058858,bottom,0.6476,0.9302,203.6,509289,로우 스트레이트 데님 팬츠 네이비,
MS6341380,top,0.6485,0.7128,164.2,510024,우먼즈 에센셜 헨리 넥 니트 [미디엄 그레이],
MS7059093,bottom,0.6485,0.9352,226.9,510018,워시드 스트레이트 데님 팬츠 인디고,
MS7059090,bottom,0.6496,0.936,132.5,510883,워시드 스트레이트 데님 팬츠 미드 블루,
MS2711142,bottom,0.65,0.7539,24.5,511217,바이오스톤 워싱 와이드 데님 팬츠 (CREAM),
MS7059124,bottom,0.6557,0.9228,216.3,515663,퍼커링 코듀로이 팬츠 브라운,
MS7059128,bottom,0.6582,0.9209,230.9,517638,퍼커링 코듀로이 팬츠 네이비,
MS7059127,bottom,0.66,0.9208,219.8,519049,퍼커링 코듀로이 팬츠 차콜,
MS7059211,bottom,0.6618,0.9286,233.1,520481,퍼커링 코듀로이 팬츠 블랙,
MS6899468,top,0.6648,0.7534,167.8,522792,W NAME CARD L/S TEE(PLUM),
MS6716192,bottom,0.6739,0.7828,211.1,530001,Stretch Mini Skirt Pants (black),
MS7080730,bottom,0.6751,0.7486,174.2,530915,Destroyed P dirty gray B,
MS5795897,bottom,0.6844,0.6878,224.0,538226,우먼즈 메시 레이어드 저지 드레스 [블랙],
MS6143109,top,0.6845,0.6927,216.2,538275,[아트앤티] 나잠수_백 투 더 좀비스 티셔츠 [블랙],
MS6595807,top,0.6847,0.6969,105.8,538433,우먼즈 CR 스트라이프 릴렉스드 긴소매 티셔츠 [라이트 그레이],
MS6878575,bottom,0.6861,0.5516,233.4,539561,닉켈 26 동키 오버사이즈 스웻팬츠,
MS6534481,bottom,0.6871,0.8401,72.9,540391,[알로하 PICK] (woman) 레이스 새틴 미디 스커트_3Color,
MS7066688,top,0.6893,0.7195,231.0,542125,제이티케이 피케 폴로 롱 슬리브 (여성),
MS6908820,bottom,0.7015,0.7353,226.9,551670,[시티 레저] 트레일 기어 팬츠 [블랙],
MS6852823,top,0.7016,0.7251,199.2,551800,케어베어 OS 티 - 블랙 / IA4539,
MS6908818,bottom,0.7048,0.7975,191.4,554269,[시티 레저] 트레일 기어 팬츠 [그레이],
MS6103298,top,0.7091,0.7113,226.6,557638,[ON]린넨 라이크 헨리넥 오버핏 반팔 니트 - 5color,
MS6907832,bottom,0.7139,0.7272,196.7,561452,[후러브스아트 x 성진] 코튼 데님 절개 버뮤다 팬츠 차콜 그레이,
MS6884177,bottom,0.7144,0.5765,215.7,561822,RX 메쉬 라이트런 투인원 쇼츠 XFL3PS1001,
MS6697403,top,0.7163,0.6389,66.3,563332,플라워 오프숄더 숏슬리브_베이지,
MS7058730,top,0.7169,0.7145,210.7,563815,슬럽 더블 넥 롱 슬리브 네이비,
MS7058726,top,0.719,0.7167,206.5,565449,슬럽 더블 넥 롱 슬리브 버건디,
MS6812472,bottom,0.72,0.6392,131.4,566249,히롯 리본 셔링 반팔 미니 원피스,
MS7075041,bottom,0.7203,0.5898,58.4,566497,로즈 시어 드레스_아이보리,
MS7003828,bottom,0.7222,0.8167,229.4,567987,더블 핀턱 100% 코튼 팬츠,
MS6832467,top,0.7228,0.7225,38.5,568468,ESSENTIAL CASH BLEND HENLEY NECK KNIT_MINT,
MS6787113,top,0.7229,0.6957,196.3,568547,그래픽 레터링 티셔츠 브라운,
MS7058729,top,0.7242,0.7216,125.4,569495,슬럽 더블 넥 롱 슬리브 그레이,
MS1960628,bottom,0.7253,0.7902,221.0,570436,[쿨탠다드] 우먼즈 와이드 히든 밴딩 슬랙스 [블랙],
MS6800975,bottom,0.7253,0.6342,228.4,570420,우븐 스판 미니 드레스 [블랙],
MS7066664,top,0.7306,0.7181,39.8,574569,제이티케이 피케 폴로 롱 슬리브 (여성),
MS6532779,bottom,0.7306,0.618,46.4,574533,[준혁 PICK] LVS 린넨 라이크 세미 와이드 밴딩 팬츠 3color,
MS6596164,top,0.7331,0.7416,218.4,576514,우먼즈 더블 니트 칼라드 스웨트셔츠 [다크 브라운],
MS5416068,bottom,0.7374,0.8308,209.8,579880,스트라이프 커브드 핀턱 슬랙스 [차콜],
MS6253269,bottom,0.7388,0.5741,99.3,581042,(우먼) 레이어드 슬리브리스 원피스_스카이 블루,
MS7059291,top,0.7392,0.7174,29.2,581300,로우 엣지 포켓 롱 슬리브 아이보리,
MS7059293,top,0.7402,0.7186,224.1,582084,로우 엣지 포켓 롱 슬리브 블랙,
MS7059290,top,0.7404,0.7263,197.0,582276,로우 엣지 포켓 롱 슬리브 버건디,
MS7059267,top,0.7405,0.8018,210.7,582335,립 트림 스트라이프 롱 슬리브 블랙,
MS7059289,top,0.7408,0.7134,184.5,582617,로우 엣지 포켓 롱 슬리브 브라운,
MS7082498,bottom,0.7421,0.7557,226.7,583573,폴드 웨이스트 드로우 스트링 벌룬 팬츠 (NAVY),
MS6980872,bottom,0.7422,0.7469,182.5,583654,517™ 부츠컷 진 00517-0298,
MS7059266,top,0.7436,0.7982,153.4,584768,립 트림 스트라이프 롱 슬리브 토프 차콜,
MS7059288,top,0.7442,0.7178,80.1,585235,로우 엣지 포켓 롱 슬리브 멜란지 그레이,
MS6822849,top,0.7495,0.6417,43.2,589413,스트랩 레이어드 골지 홀터넥 티셔츠 (게랑드솔트),
MS5310275,bottom,0.7515,0.5899,167.9,590997,그린 와이드 스트레이트 데님팬츠 미드 블루,
MS6566706,bottom,0.7544,0.7753,236.5,593257,26 SS 투턱 세미와이드 바이오 워시드 코튼 팬츠 (3컬러),
MS5002044,top,0.7558,0.4932,60.5,594380,POLKA DOT PUFF SLEEVE BLOUSE WHITE,
MS7059306,top,0.7594,0.7288,49.7,597202,로우 엣지 레이어드 롱 슬리브 아이보리,
MS4651400,bottom,0.7598,0.6739,222.7,597531,우먼즈 소프트 저지 플레어 롱 드레스 [블랙],
MS6896783,top,0.7599,0.6268,229.7,597634,롤업 레이어드 크롭 반팔티 [블랙],
MS6330319,top,0.7621,0.6661,177.3,599353,밀키 웨이 엠브로이더리 티 (챠콜),
MS7059305,top,0.7621,0.7188,199.1,599366,로우 엣지 레이어드 롱 슬리브 버건디,
MS6596165,top,0.7632,0.6393,223.9,600243,우먼즈 더블 니트 칼라드 스웨트셔츠 [다크 네이비],
MS7059304,top,0.7651,0.7228,182.5,601691,로우 엣지 레이어드 롱 슬리브 차콜,
MS7058521,top,0.7656,0.7098,173.0,602127,블러 체크 컴팩트 카라 셔츠 블랙,
MS6812499,bottom,0.767,0.8276,112.0,603179,포트 플라워 매쉬 밴딩 롱 스커트,
MS7059307,top,0.7681,0.7208,194.2,604057,로우 엣지 레이어드 롱 슬리브 블랙,
MS6941093,top,0.7703,0.6224,159.2,605818,허쉬 슬리브리스 골지나시 (블루),
MS6887167,top,0.7719,0.5815,155.6,607082,Equus 슬림 반팔 티셔츠,
MS7058522,top,0.7719,0.7092,152.5,607076,모스 체크 컴팩트 카라 셔츠 브라운,
MS7058520,top,0.7719,0.7158,220.1,607039,쉐도우 체크 컴팩트 카라 셔츠 네이비,
MS6832501,top,0.7734,0.7284,168.4,608204,DEEP V-NECK KNIT PULLOVER_CHARCOAL,
MS6832475,top,0.7736,0.5277,81.5,608397,CLASSIC STRIPE SHIRT_GREY STRIPE,
MS7058517,top,0.7738,0.7198,143.9,608519,그리드 체크 컴팩트 카라 셔츠 그레이,
MS6778501,top,0.7776,0.6728,203.7,611504,[SSG랜더스 컬래버] 무한인천 피그먼트 다이드 티셔츠 [차콜 그레이],
MS6595056,top,0.7782,0.6903,227.6,612003,우먼즈 프론트 셔링 긴소매 티셔츠 [블랙],
MS7059019,top,0.7812,0.7223,139.5,614361,리오셸 컴팩트 카라 셔츠 데저트,
MS6103340,top,0.7816,0.5543,198.7,614693,[COUTURE]나일론 오버핏 포켓 반팔 셔츠 - 2color,
MS7059025,top,0.7817,0.7286,214.1,614745,리오셸 컴팩트 카라 셔츠 네이비,
MS7059011,top,0.7846,0.7376,202.0,617020,리오셸 컴팩트 카라 셔츠 퍼플,
MS7080570,bottom,0.7868,0.8582,226.0,618790,D.basic Shirring Layer Maxi Skirt - 2 Color,
MS6961628,top,0.7873,0.6513,214.6,619176,Jacquard Corset Line Pocket Shirt (Black),
MS3730406,bottom,0.7886,0.7563,204.2,620147,[쿨탠다드] 우먼즈 쿨링 부츠 컷 밴딩 팬츠 [건메탈],
MS6595810,top,0.7904,0.7073,219.4,621600,우먼즈 울 텐셀 슬림 스쿱 넥 긴소매 티셔츠 [다크 브라운],
MS7079531,bottom,0.7933,0.7606,196.5,623891,Aster Check Shirring Midi Skirt - Black,
MS7059004,top,0.8122,0.7773,70.8,638745,샴브레이 워크 셔츠 워시드 블루,
MS3837942,bottom,0.8151,0.6966,177.0,640985,아디브레이크 팬츠 - 블랙 / IU2519,
MS7058999,top,0.8158,0.7714,53.7,641536,샴브레이 워크 셔츠 라이트 블루,
MS7081140,bottom,0.8177,0.8557,225.8,643083,(남성) Essential Regular-Fit Pants G4PAW26101BKX,
MS6605365,top,0.8181,0.6081,109.1,643376,우먼즈 체크 타이 블라우스 [아이보리/다크 그레이],
MS6659258,bottom,0.8221,0.8011,222.9,646517,휩코드 커브드 히든 밴딩 슬랙스 [다크 브라운],
MS7003890,bottom,0.8286,0.8972,195.9,651633,더블 핀턱 100% 코튼 팬츠,
MS7081123,bottom,0.8287,0.8638,70.7,651742,(남성) Essential Regular-Fit Pants G4PAW26101BEX,
MS7080032,bottom,0.8304,0.6813,230.0,653024,Flare Fit Wool Pants (Black) TNPA6F101BK,
MS6849281,top,0.8329,0.6643,215.3,655007,남성 프렌치 레귤러핏 베이직 폴로 셔츠 PH731E-56N HDE,
MS5661658,top,0.8375,0.6254,147.9,658645,우먼즈 체크 텍스처드 베이비 돌 블라우스 [블랙],
MS6382829,bottom,0.841,0.8134,104.5,661358,[썸머] 소프트쿨 원턱 풀밴딩 팬츠_6 COLOR,
MS3134738,bottom,0.8454,0.7483,234.9,664851,[쿨탠다드] 우먼즈 와이드 데님 팬츠 [딥 인디고],
MS6907230,bottom,0.8466,0.8732,228.1,665801,스폰서 로고 메쉬 저지 와이드 팬츠 (BLACK/RED),
MS7080020,bottom,0.8544,0.6659,176.1,671949,Wool Herringbone Flare Pants (Grey) TNPA6F107G2,
MS6832476,top,0.857,0.6696,55.8,673990,CLASSIC STRIPE SHIRT_BLUE STRIPE,
MS7058483,bottom,0.8576,0.7945,209.2,674430,테니스 우븐 스트레치 7인치 쇼츠(FS263TR11M001472),
MS4050015,bottom,0.8586,0.7218,220.7,675265,덕 캔버스 카펜터 팬츠 Black,
MS7082475,bottom,0.8589,0.8093,179.0,675445,폴드 웨이스트 드로우 스트링 벌룬 팬츠 (CHARCOAL),
MS7081087,bottom,0.8614,0.8493,227.7,677460,(남성) Essential Cargo Jogger Pants G4PAW26001BKX,
MS2518490,bottom,0.8616,0.8175,223.6,677583,[쿨탠다드] 리얼 와이드 히든 밴딩 슬랙스 [그레이],
MS7082436,bottom,0.8646,0.8134,55.4,679931,폴드 웨이스트 드로우 스트링 벌룬 팬츠 (MELANGE GRAY),
MS3346165,bottom,0.8673,0.7278,105.0,682034,86-IRO284 [워터프루프] 윈드브레이커 와이드 밴딩 팬츠 딥핑크,
MS6986870,bottom,0.87,0.8096,215.9,684227,CHECK SHIRRING LONG SKIRT DEEP GRAY,
MS5897256,top,0.8736,0.6708,165.5,687028,18S 싱글 스트라이프 반팔 티셔츠 (HRTMCTR105M),
MS6659261,bottom,0.8736,0.8438,216.2,687046,휩코드 커브드 히든 밴딩 슬랙스 [그레이],
MS6833866,bottom,0.8745,0.6986,62.8,687720,쿨 린넨 라이크 원턱 세미 와이드 밴딩 팬츠 [베이지],
MS7081106,bottom,0.8755,0.8642,58.0,688528,(남성) Essential Cargo Jogger Pants G4PAW26001GYX,
MS6112529,bottom,0.8776,0.6634,229.4,690166,[W]브이넥 블랙 슬리브리스 롱 원피스,
MS6961646,bottom,0.879,0.6608,233.8,691239,Hood Layer Shirring Mini One-Piece (Black),
MS6837242,bottom,0.8802,0.6727,169.9,692242,쿨 린넨 라이크 원턱 세미 와이드 밴딩 팬츠 [카키],
MS7000081,bottom,0.8811,0.7454,212.6,692949,체터 아일렛 투웨이 와이드 밴딩 팬츠_버건디,
MS7050909,bottom,0.8812,0.7976,202.1,693004,스티치 데님 스커트_MB49DSM201Z,
MS4149670,bottom,0.8815,0.8561,129.8,693263,SL01 섬머 데님 와이드 팬츠 (FADE LIGHT BLUE),
MS4163350,bottom,0.8829,0.7613,216.5,694345,섬머 내츄럴 와이드 밴딩 슬랙스 (5 COLOURS),
MS5661656,top,0.8872,0.5481,67.0,697702,우먼즈 체크 텍스처드 베이비 돌 블라우스 [화이트],
MS6986867,bottom,0.8955,0.7663,203.3,704247,CHECK SHIRRING LONG SKIRT BLUE,
MS6271747,bottom,0.8997,0.8256,203.0,707573,스트라이프 엑스트라 와이드 투 턱 히든 밴딩 슬랙스 [미디엄 그레이],
MS5936309,bottom,0.9024,0.839,234.1,709643,맥시 스커트_SPWMG23G01,
MS4105565,bottom,0.9041,0.5584,237.6,711039,셔링 스트링 마이크로쇼츠_블랙,
MS6659259,bottom,0.9046,0.7724,236.0,711398,휩코드 커브드 히든 밴딩 슬랙스 [블랙],
MS6908070,bottom,0.905,0.845,160.7,711750,셀비지 레귤러 핏 데님 팬츠 [라이트 인디고],
MS6805433,top,0.9053,0.7043,187.5,711939,(W) 아치 로고 링거 반팔 티셔츠 네이비,
MS6595054,top,0.9091,0.6381,218.8,714930,우먼즈 프론트 셔링 긴소매 티셔츠 [다크 브라운],
MS6897082,bottom,0.9093,0.8735,187.6,715129,미드 와이드 데님 팬츠 - 워시드 딥 인디고,
MS7081161,bottom,0.9128,0.8335,113.3,717883,(남성) Warm-Up Cargo Pants G4PAW26004GYX,
MS6859805,bottom,0.9138,0.7067,195.3,718604,리조트 S 스커트 L KX0728,
MS7081543,bottom,0.9183,0.716,107.5,722200,린넨 스트링 하프 밴딩 팬츠 (크림베이지),
